User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
11323185,female,53,178,71,18,95,40.5,94
17694353,female,60,169,64,16,98,40.2,93
17228615,male,38,186,88,27,102,40.9,160
16517721,female,33,143,46,6,84,39.1,24
10831168,male,58,187,87,1,80,37.7,4
13407745,female,34,137,44,9,90,39.6,43
11311007,female,50,184,74,12,80,40.2,43
12190406,female,74,162,67,23,100,40.8,143
17276463,female,70,163,62,23,93,40.2,125
14897046,male,75,180,85,30,108,40.9,257
11985458,female,22,151,49,27,107,40.7,169
15267748,male,67,197,102,8,75,39.6,29
11921258,male,47,190,95,21,99,40.5,128
13362434,female,44,173,66,16,86,40.3,67
15504391,male,37,177,83,18,98,40.4,93
16498527,male,49,190,90,7,84,39.7,27
13795382,female,35,161,63,2,81,38.1,7
19431944,male,27,181,83,14,88,40.2,45
11459632,female,36,163,62,24,105,40.8,147
15594158,male,67,181,85,2,76,37.9,7
10551051,female,61,194,93,28,109,40.7,184
11510784,female,51,163,65,26,114,40.8,190
18495187,female,61,177,77,16,91,40.1,78
16836137,female,52,161,64,11,99,40.1,63
16196254,male,27,178,84,1,82,37.6,2
11198879,female,44,177,76,28,109,41.3,182
13591165,female,78,161,65,13,93,39.7,72
19714512,female,22,157,53,19,100,40.5,104
19345515,female,27,162,64,25,108,41,157
10958146,female,21,179,74,26,106,40.8,151
16974608,female,48,154,55,19,91,40.3,94
10758388,male,70,197,98,19,101,40.2,143
19118405,male,50,171,74,2,82,38.1,6
11245527,male,31,196,92,28,105,40.8,172
11116171,female,26,177,70,26,109,40.8,163
12196897,male,24,196,94,22,99,40.6,109
17127278,male,69,193,98,6,82,39.1,28
10895081,female,61,144,47,4,79,38.7,16
10065831,male,36,174,78,13,92,40.1,54
12736185,male,60,192,98,10,91,39.8,56
19195820,female,43,169,63,22,109,40.6,147
19106840,female,46,171,73,28,116,40.9,205
17061308,female,20,151,54,18,92,40.2,82
13361196,female,22,169,68,16,94,40.3,74
13488428,female,75,162,65,7,89,39.6,35
17316287,female,73,159,59,10,94,39.9,57
15885735,male,21,175,73,20,100,40.2,90
12838787,male,65,182,89,5,87,39.1,25
12076075,female,55,159,59,7,86,39.1,31
14932277,male,29,179,83,28,96,41,126
18296389,male,55,195,106,10,91,40,55
13725682,female,34,149,51,25,105,40.7,156
19210038,female,62,158,55,10,79,40,39
11030070,female,78,172,72,1,72,38,3
16858173,female,64,165,68,4,86,38.7,18
14924291,male,28,178,85,24,110,40.7,158
16459156,male,37,180,80,17,102,40.4,97
10749351,female,60,186,87,13,95,40.1,67
11588148,male,52,172,81,27,105,41.2,187
10623679,male,24,187,91,6,84,39,16
15273544,male,52,194,94,15,92,40.1,79
15007836,female,27,159,58,8,89,39.8,35
15299756,female,27,172,69,6,73,39.4,15
12420633,male,29,199,102,21,102,40.3,122
18954962,female,63,160,57,8,90,39.4,41
19873306,male,24,201,94,14,99,40.5,69
13907871,male,42,176,82,6,77,39,13
13668309,male,35,195,99,29,114,40.7,228
10228092,male,40,184,87,5,88,39.5,20
15439851,male,64,198,103,28,108,40.9,236
18668213,female,21,166,62,26,108,40.9,161
17142000,male,51,181,82,28,118,40.7,248
15902380,male,23,196,96,16,92,40.3,62
13136328,male,21,177,75,16,86,40.1,39
16255198,female,20,149,50,8,81,39.5,28
19667020,female,67,159,61,8,86,39.3,37
12434436,male,32,175,75,15,93,40.3,60
13613817,female,25,159,57,13,94,40.3,63
15867556,female,51,159,62,11,82,39.8,43
19413131,female,38,176,77,25,98,40.5,130
11538998,female,20,146,46,14,91,40.5,64
14095043,female,28,176,78,27,112,40.3,176
13758843,female,28,168,70,28,104,40.6,162
15813794,female,40,154,59,14,90,40.3,65
16379471,male,36,188,94,16,99,40.6,88
17604328,female,52,178,76,26,112,41,181
17823688,female,38,152,57,9,79,39.6,31
16126183,male,21,182,75,30,113,41,195
10480604,female,41,148,53,29,111,40.9,203
12573396,female,32,159,60,25,107,40.9,158
14106575,male,24,193,99,20,89,40.2,71
16684358,female,31,145,46,28,104,40.7,172
13352002,female,41,164,64,4,93,38.8,20
19206216,male,30,186,85,14,98,39.9,68
16170080,female,21,169,60,5,84,39.2,18
12023696,male,70,167,74,10,91,39.7,55
13779639,male,25,187,81,15,101,40.3,75
16034514,female,69,152,57,21,99,40.4,129
10290474,male,32,189,94,7,83,39.2,20
12221911,male,50,192,87,20,103,40.4,133
16722883,female,20,168,64,12,96,39.8,58
15652514,female,53,167,66,10,90,39.6,48
11006656,male,40,212,118,27,111,40.7,217
17533429,female,39,182,76,16,100,40.3,87
16138033,male,36,191,89,5,83,39.3,15
11904408,male,47,186,92,14,102,40.3,91
11874273,male,24,167,66,27,100,40.5,121
16433963,male,31,184,90,16,98,40.3,81
16959962,male,21,169,69,25,102,40.5,118
10007368,female,21,185,80,12,103,39.9,65
18583121,male,29,188,94,21,109,40.5,141
16618332,female,65,162,66,24,95,40.9,133
18090813,female,36,166,65,12,95,40.2,60
16928647,male,20,179,78,4,85,38.6,9
15408207,female,59,164,64,18,100,39.9,108
14035457,female,64,150,55,19,102,40.4,122
19708157,male,22,164,69,29,108,41,164
10557144,female,39,161,61,1,82,37.7,4
10043979,female,71,156,56,15,98,40.2,91
10706479,male,73,169,78,26,102,40.9,193
10483224,male,79,189,94,23,100,40.6,178
19975231,female,41,155,55,17,92,40.5,84
17883168,male,77,175,79,28,104,41,222
10763495,female,47,159,60,27,104,40.8,169
12728427,female,46,162,59,30,106,40.9,194
19558872,male,28,169,75,15,100,40.6,73
16309327,female,41,173,68,12,91,40.1,56
17071709,male,74,202,113,7,86,39.3,41
11197422,female,75,170,74,25,103,40.5,161
15972252,male,23,181,81,11,93,40,41
10382399,female,30,157,60,3,87,38.7,12
13972316,female,24,160,55,28,107,40.7,174
15481999,female,63,150,54,15,99,40,91
18850923,male,28,185,84,11,91,39.7,41
19947731,male,37,194,96,11,94,39.7,53
14157597,male,42,192,90,18,94,40.3,90
11784314,female,51,179,76,21,88,40.4,92
11190875,male,49,205,101,30,119,40.8,280
16649833,male,79,184,87,24,104,40.6,197
15449322,female,59,160,64,13,98,40.4,75
19800068,female,52,156,61,25,102,40.7,153
13808789,female,68,150,56,19,107,40.4,133
18082650,female,50,176,70,17,103,40.7,103
10454071,female,36,175,70,5,92,39,23
17544745,female,79,167,67,24,93,41,133
13652855,male,24,185,90,8,86,39.6,23
17312164,male,78,193,96,15,83,40.5,78
11475798,male,38,168,70,27,108,40.7,174
13387639,female,38,161,53,2,79,38.4,7
16144062,male,37,185,81,1,84,38,3
12209671,male,28,174,76,7,89,39.6,23
15197639,male,65,187,85,23,101,40.6,162
18930801,female,32,178,73,18,102,40.2,101
15237857,female,65,169,65,30,105,40.8,198
19326172,male,22,167,73,18,94,40.7,66
19628650,female,22,177,75,9,98,39.7,45
17345083,female,26,176,69,28,108,40.8,173
14916834,male,42,195,96,11,84,40.1,40
10555485,male,66,185,97,9,88,39.7,48
11137342,female,24,153,54,1,78,37.7,3
13811744,male,49,180,84,26,108,40.8,190
17364987,male,44,181,78,13,102,40.1,78
13123907,male,25,182,85,5,95,38.7,21
13111160,female,35,177,71,1,87,37.7,4
17674162,female,51,166,65,25,91,40.5,122
16596165,male,36,193,97,15,104,40.6,95
13072119,female,26,157,62,17,88,40.3,70
13882622,male,25,200,103,24,103,40.8,139
12651111,male,67,193,97,22,102,40.7,166
19111237,female,44,181,81,28,104,40.8,165
15212726,female,63,170,70,20,97,40.6,113
11280049,female,45,154,55,30,111,40.9,211
14359991,female,53,170,64,28,104,40.7,176
10625195,female,21,154,55,7,93,39.5,33
17679036,male,20,178,80,24,105,40.3,129
16564141,male,41,186,89,27,108,41,189
14901222,male,75,168,73,16,95,40.1,102
11824994,female,46,161,63,23,99,40.5,130
12395994,female,77,153,54,12,88,40,62
17482369,female,32,150,57,19,96,40.3,98
11589382,male,72,184,85,10,90,39.8,57
10543650,female,55,164,63,6,84,39.3,25
12650592,female,20,164,61,30,109,40.8,189
15478503,female,34,173,67,14,94,40.2,68
17423388,female,52,158,61,14,99,40.2,81
18145627,female,42,179,72,17,98,40.1,91
14117571,male,24,184,80,23,99,41,107
11245535,female,59,163,65,10,96,39.9,55
19935702,female,47,158,61,17,93,40.4,86
17528438,female,52,160,62,28,112,41.1,201
19463882,male,45,171,73,19,105,40.2,122
16602077,female,46,169,68,20,111,40.6,137
18229508,male,46,171,72,18,92,40.3,81
10116277,male,48,177,86,27,114,41,221
16130359,female,20,166,64,2,74,38.2,5
14080154,female,35,163,63,19,102,39.8,110
17195699,female,71,151,56,18,106,40.4,125
13717383,male,79,177,83,13,88,40.5,74
19066330,male,63,186,91,6,80,39,23
15919625,female,34,160,62,21,106,40.6,130
11841862,female,25,179,74,3,85,38.9,11
14217727,male,76,176,79,18,98,40.1,126
18974843,male,37,190,92,4,87,39.3,15
12363678,male,48,175,75,19,110,40.7,140
12662267,female,46,160,62,15,101,40,88
12401292,male,73,184,90,10,90,39.6,59
17330495,female,49,158,58,23,99,40.8,133
15694038,female,60,162,61,12,86,39.9,54
13554130,female,23,158,59,22,110,40.3,143
14504568,male,49,208,102,26,106,40.7,192
19672346,female,35,166,63,24,101,40.6,136
14682069,male,36,172,70,7,87,39.3,22
11296917,male,54,183,83,14,101,40.2,90
12961530,male,42,173,81,23,107,40.3,155
11769784,male,70,190,99,18,97,40.5,125
17818665,female,60,170,65,7,88,39.6,33
16711357,male,62,192,89,5,85,39.1,23
12087215,female,37,164,63,12,91,39.8,56
16231616,male,64,195,101,30,109,41,256
12163871,male,48,187,87,1,70,37.7,2
18264457,female,42,171,68,20,95,40.5,102
10416209,female,35,170,70,22,104,40.7,130
11128407,female,51,166,66,20,95,40.2,105
19836227,female,31,173,64,16,86,40.3,64
16985982,male,29,204,104,22,101,40.8,126
10154011,male,60,182,90,11,90,40.2,58
10655273,male,32,176,82,9,86,39.5,28
15599270,male,77,187,91,30,107,41,259
11295004,male,74,197,105,12,88,39.7,71
13939844,female,49,168,67,21,98,40.4,116
10295471,male,61,206,103,12,94,39.6,74
18037289,male,45,200,102,1,85,37.2,4
15217189,female,55,144,50,7,82,39.4,29
12369781,female,40,160,61,29,115,41.1,211
14278089,female,21,160,57,18,97,40.2,91
17473332,male,32,191,92,16,94,40.5,73
15655031,female,44,196,94,15,90,40.3,63
10804602,male,33,183,85,18,99,40.5,93
19538533,female,54,171,66,20,98,40.1,113
11027771,female,62,163,67,28,105,40.8,183
14177765,male,35,187,94,18,105,40.5,115
17874380,female,65,196,97,8,89,39.9,36
19087162,male,21,188,90,29,110,40.8,185
10335270,male,51,185,95,18,102,40.3,121
19870086,female,34,169,69,8,91,39.6,36
19766760,male,28,186,91,18,100,40.3,94
18542341,female,40,169,70,18,97,40.5,94
18645469,male,73,185,87,26,99,40.6,186
10980657,male,57,182,84,11,98,39.9,68
13173824,male,63,178,85,10,90,40,53
15564730,female,37,172,67,9,86,40.1,36
14202134,male,37,179,79,3,85,38.6,9
13815395,female,32,144,49,5,90,39,23
15948470,male,24,189,91,6,89,39,20
14083021,female,33,159,63,30,106,41,185
17906117,female,34,180,74,13,94,40,62
19148024,female,48,166,70,4,87,38.8,17
15523047,female,23,170,63,15,99,40.3,79
13304910,male,55,180,89,4,81,38.8,14
10182922,female,24,166,64,2,84,38.4,7
16690465,male,27,171,72,29,111,41.1,186
15140300,female,33,169,64,3,83,38.7,11
16221437,female,24,147,50,24,106,40.5,149
14124820,male,36,170,76,25,106,41,155
16648415,male,32,174,77,3,79,38.6,6
18999907,male,32,183,91,5,91,39,20
18694030,female,38,166,61,28,115,40.8,203
17470331,male,49,193,87,9,85,39.8,35
15690285,female,49,153,52,24,104,40.7,153
17840335,male,49,181,87,10,92,39.8,49
11236698,male,70,200,101,14,92,39.9,88
13138092,female,30,153,53,26,108,40.6,168
17252426,male,48,193,93,8,87,39.5,34
13363097,female,41,191,89,18,89,40.6,75
12903799,female,32,162,55,29,112,41.1,200
12651581,male,26,196,100,12,81,40.3,30
16505882,male,23,177,84,28,117,40.9,207
17177140,female,27,171,62,5,87,39.2,20
11676227,female,39,184,77,10,89,39.6,43
17024253,female,28,165,59,11,91,39.8,50
15930189,male,28,188,84,22,105,40.8,128
16899892,female,40,180,76,4,80,38.7,13
12475002,male,21,193,97,19,98,40.3,90
13890962,female,66,185,76,11,94,39.9,58
10121927,male,23,180,85,2,85,37.8,5
12860475,male,26,184,90,14,95,40,61
11477614,male,28,194,98,9,86,39.7,29
15218744,female,25,177,75,29,105,41.3,167
17882974,male,25,186,87,24,105,40.4,138
15173106,female,20,164,63,22,113,40.5,147
12296171,male,42,192,87,23,106,41,155
17283009,male,26,191,93,25,105,40.9,148
18135733,female,33,165,67,4,88,39.1,17
10861165,male,44,191,90,12,93,40,59
10316019,female,37,177,69,14,97,39.9,73
17945551,male,45,173,73,14,99,40.2,77
15931804,female,42,174,71,15,91,40.2,69
16446996,male,37,169,69,23,93,40.6,95
14344420,female,25,180,77,7,86,39.8,26
10710082,male,59,190,93,22,93,40.7,126
16581433,male,26,183,79,13,99,40.1,61
13028532,female,49,173,66,4,81,38.9,15
11836028,female,73,146,53,18,105,40.4,124
15673018,male,36,187,95,15,98,40.2,81
19027158,female,33,173,67,2,82,38.2,7
15985242,female,32,163,61,23,104,40.6,137
18305966,female,26,160,61,6,83,38.9,22
12184877,male,66,193,97,20,95,40.6,129
10928586,male,78,201,102,8,91,39.7,52
18654886,male,60,193,97,30,105,40.8,230
18890949,female,29,164,60,14,92,40.1,65
16417729,male,24,191,91,26,107,40.6,158
11280148,female,37,169,68,26,110,40.8,172
16542676,male,50,189,93,3,86,38.8,13
10697428,male,71,186,92,7,85,39.5,35
12733586,female,30,158,59,29,104,40.9,173
14104006,male,36,164,66,18,92,40.4,70
17913027,female,48,180,75,27,99,40.3,149
12135008,male,27,188,81,8,92,39.6,30
18794890,female,42,161,64,11,98,39.9,60
12876082,male,22,185,88,12,94,40.2,48
12725242,male,42,199,103,10,89,39.9,45
10485469,male,22,165,67,27,119,40.4,197
10872942,female,72,145,49,25,109,40.6,184
10823725,female,28,178,74,18,100,40.5,95
13757285,male,28,195,99,18,101,40.7,100
12492875,male,29,183,87,25,108,40.8,160
14896158,male,67,170,75,23,107,40.7,180
16022223,female,52,154,55,1,67,38,2
19541585,female,57,164,66,22,92,40.5,111
12725801,male,31,181,83,4,81,38.6,9
16445302,male,46,189,98,14,100,40.3,87
12964208,male,59,178,86,22,99,40.3,142
16736418,female,32,180,76,18,106,40.4,108
11500226,female,50,173,70,19,106,40.4,121
12281044,female,57,157,54,6,92,39.2,31
16343400,female,44,163,65,23,99,40.6,129
14130422,male,52,177,81,9,85,39.5,35
10973162,female,36,170,65,9,94,39.5,44
15242261,female,71,163,66,17,96,40,97
14307644,female,37,171,66,10,88,39.9,43
14629068,female,21,176,72,25,103,40.7,138
16551300,male,61,178,80,28,111,41,231
10976044,male,38,169,78,6,97,39.5,30
14364885,male,43,180,79,1,78,37.4,2
14533442,male,40,176,73,2,86,38,7
15581999,male,32,193,98,28,112,40.6,207
19247488,female,23,154,57,6,74,39.2,16
14721145,male,30,199,96,9,96,40.1,43
14001036,female,48,180,71,14,91,40.2,66
13499417,female,68,170,73,30,102,40.8,187
17874805,male,48,181,86,3,87,38.9,12
10977247,male,26,163,69,16,105,40.4,87
15839282,male,47,172,76,16,100,40.4,93
14450172,male,61,184,83,12,86,39.9,54
17125361,female,22,164,64,18,91,40.5,78
16998689,female,22,168,61,6,85,39.3,23
18231889,female,70,168,72,16,88,39.9,76
13789347,male,61,189,94,14,98,40.7,92
16177154,female,53,158,55,6,83,39.7,25
16733683,female,27,164,65,20,104,40.6,117
19367719,male,63,154,62,28,101,40.9,180
18829206,female,39,166,63,17,102,40.2,99
19951807,male,56,192,99,19,94,40.2,111
11111864,male,57,177,83,12,91,39.7,61
18347682,male,29,171,70,16,96,40.2,67
14908709,female,49,167,67,3,79,38.6,11
14747815,female,60,159,53,6,87,39.5,29
12520261,female,44,154,52,16,102,40.3,97
16665652,male,60,179,82,5,95,39.1,29
15608003,female,27,170,66,21,113,40.5,142
10690925,male,20,196,92,10,88,39.8,31
12230328,female,65,152,51,23,103,40.8,151
13659833,female,30,166,63,4,80,39,13
14923037,male,32,182,81,5,92,39.1,20
12162019,male,21,197,101,30,108,41,189
18388811,female,50,177,68,26,109,41.1,175
14952872,female,29,160,56,28,113,40.6,194
14596324,female,55,170,74,15,95,40.1,79
13100757,male,24,193,99,8,87,39.4,26
15330323,male,58,191,99,16,94,40.2,95
16222957,female,21,163,53,6,89,39.5,26
12064257,female,59,156,60,26,102,40.8,162
19054236,female,54,159,57,26,102,41.1,161
17443069,female,31,171,68,28,107,40.7,173
18852801,female,28,154,58,30,113,40.6,207
18719613,male,62,182,84,21,106,40.5,160
11503504,female,47,161,64,15,98,40.2,83
17438788,male,41,172,75,8,88,39.7,30
14800286,male,47,189,89,19,99,40.4,113
11223828,male,59,175,80,17,101,40.2,113
16333757,male,32,170,73,19,99,40.5,93
12449126,male,54,181,88,30,110,41.1,238
15446511,male,41,185,85,2,79,38.1,5
14325469,male,66,190,94,25,101,40.8,182
15576483,female,35,154,53,10,90,39.6,46
18833152,male,30,185,82,6,90,39.1,22
17206741,female,22,186,77,16,96,40.2,75
11867274,female,39,167,72,20,96,40.6,102
16658399,male,33,191,96,6,91,39.1,25
13155604,female,45,182,76,8,89,39.9,35
14494930,male,32,209,110,15,94,40.2,74
17064853,female,43,160,59,6,75,39.3,19
16943527,female,58,147,49,27,106,40.8,184
13191605,female,73,162,67,4,83,39.2,17
11933312,female,25,152,53,4,80,39.2,14
10902241,female,40,149,53,27,106,41,174
14695026,female,63,153,49,22,101,40.9,140
12881884,male,49,181,85,23,108,40.7,168
10577200,female,22,165,63,4,88,39,16
12614954,female,58,152,53,28,99,41.3,168
12689269,female,30,173,68,27,100,41,146
14967200,male,69,194,104,17,101,40.2,130
14966452,female,30,149,52,25,100,40.7,141
12178337,male,27,189,93,30,104,40.7,175
17079569,female,36,172,73,10,92,39.9,46
11037696,female,48,182,78,6,79,39.3,20
13401822,female,24,166,63,8,103,39.5,46
19723349,male,40,187,93,15,89,40.1,63
10284121,female,53,159,64,11,95,39.9,59
12866382,male,49,190,96,28,103,40.5,190
15836080,male,25,186,84,26,111,40.7,171
17918574,female,24,171,72,27,101,41,145
11350850,female,30,174,67,24,102,40.5,135
14035758,female,59,157,66,6,83,39.3,25
16490266,male,27,183,84,27,118,40.8,209
18338594,male,26,181,80,11,91,39.4,39
18994286,male,37,170,66,15,103,39.9,84
17670013,female,29,164,65,24,106,40.8,146
16488801,female,33,159,60,25,104,40.8,150
13612208,male,76,190,89,22,97,40.4,155
15072997,male,47,177,81,6,89,39.6,26
14576993,male,44,183,89,14,88,39.7,58
11664684,male,50,186,93,17,99,40.5,105
13449861,male,42,192,95,30,107,40.7,211
14164545,female,72,157,53,6,82,39.2,27
18886848,male,22,195,97,2,84,38.2,5
12651971,female,57,186,84,17,100,40.5,96
16684929,female,26,165,60,17,95,40.4,84
15161029,male,30,178,83,27,110,40.6,180
18551947,male,39,187,90,13,105,39.9,84
13092026,male,29,170,69,10,88,39.7,30
11586893,male,33,191,90,21,105,40.5,130
16833213,female,24,166,61,21,103,40.7,120
16367706,male,44,183,86,26,103,40.8,165
18672971,female,37,148,54,13,93,39.7,65
11152622,male,56,190,95,26,108,40.9,205
15740279,male,29,186,93,25,101,40.7,137
14198562,male,35,190,92,20,94,40.8,94
13647317,female,58,139,43,26,113,40.6,199
17670099,female,60,157,54,7,87,39.7,33
18415120,male,37,182,82,11,89,39.8,42
10980991,male,40,178,75,2,81,38.1,5
17627007,male,79,186,88,5,91,39.5,31
15936890,male,24,171,74,11,100,39.5,51
14414496,male,45,196,94,10,91,39.9,48
12396352,female,24,157,56,25,107,40.8,155
11593363,female,63,159,59,29,106,40.8,196
17485167,female,47,167,63,21,101,40.6,124
15940342,male,50,178,83,11,86,40,44
12442911,female,71,149,49,9,90,39.7,48
11716942,male,40,189,88,11,90,40,47
18450755,male,27,203,104,6,86,39.2,20
14806449,male,23,172,75,2,89,38,6
17434461,male,37,192,95,29,119,40.7,250
13277808,female,23,162,61,15,102,40.2,84
17660511,female,63,162,67,9,83,39.8,38
17650072,female,56,167,66,10,95,39.7,54
14408849,female,47,159,56,2,90,38.1,10
16677705,female,26,155,52,23,109,40.4,150
16819064,male,25,200,100,1,89,37.7,4
16909168,female,52,154,61,18,89,40.3,85
19109810,female,25,152,49,26,108,40.7,167
18256224,male,22,163,62,4,86,38.3,9
14291799,male,79,186,92,4,80,38.9,19
19981490,male,72,183,83,27,104,41.2,210
13282247,male,46,188,83,25,101,40.7,152
14081183,male,38,206,105,26,114,40.7,211
18989710,male,46,195,95,10,82,40,35
15191383,male,24,167,66,13,87,40.2,33
18300732,female,23,170,67,3,88,38.3,12
11997547,male,54,202,99,16,99,40.5,104
15604311,female,42,156,54,7,86,39.3,30
11352273,female,60,148,52,11,84,39.7,49
17917302,female,25,167,65,14,94,39.8,66
18293520,male,20,206,107,21,105,40.3,125
14889348,male,52,183,86,8,81,39.6,27
19773811,female,62,175,70,17,94,40.3,90
19038048,female,67,156,56,5,85,39,23
15899947,female,26,163,63,10,89,39.3,42
10280733,female,60,162,59,24,112,40.6,176
17360887,female,61,151,55,11,90,39.3,56
12432246,male,31,184,89,15,105,39.9,91
10487596,female,21,164,61,30,112,40.6,199
15515651,female,23,166,66,17,93,40.2,78
10118920,male,48,159,60,21,98,40.6,110
14321936,male,49,198,97,22,93,40.9,117
19512929,female,73,184,83,13,97,40.3,73
18976105,male,42,195,95,17,105,40.2,115
13627487,male,24,188,90,13,93,40,51
13134870,female,40,170,70,29,109,41.1,189
11300311,female,37,156,62,12,87,39.9,51
12627028,female,49,171,70,5,80,39.2,18
13139623,male,42,191,98,6,80,39.2,18
16704675,male,29,190,88,10,86,39.8,31
19694480,female,55,169,66,28,104,40.9,177
18319225,female,26,158,60,12,91,40,54
12342367,male,56,182,85,6,96,39.2,35
19573367,female,50,170,71,15,97,40.1,81
15662247,female,26,153,49,21,93,40.5,102
10621456,female,58,175,71,11,100,39.8,65
13407292,female,22,175,66,7,90,39.3,30
19528275,female,37,171,69,18,97,39.9,94
11236706,male,38,181,82,21,103,40.5,125
13181159,female,26,147,48,14,101,40.2,80
12377443,female,39,158,54,26,94,40.7,133
13086099,male,43,180,84,6,89,39.2,25
12267136,female,42,153,56,19,102,40.5,114
14178497,male,56,182,87,16,91,39.9,82
13524214,female,24,171,64,12,91,40.1,53
19071934,male,25,195,91,16,96,39.7,72
11891700,female,28,161,64,21,110,40.5,136
12201712,female,22,155,53,17,108,40.4,108
15582287,female,66,186,89,7,88,39.6,31
15540946,male,32,171,71,9,83,39.6,22
13586767,female,37,166,61,25,103,40.7,149
17464572,female,62,161,65,11,88,39.5,52
15776062,male,40,196,93,22,98,40.6,122
19101859,male,53,167,74,18,101,40.3,112
16915381,male,20,174,72,17,99,40.2,73
14777378,female,37,171,75,7,88,39.3,29
10272678,male,41,185,88,19,97,40.1,101
15310841,female,41,167,61,29,103,41.2,175
11300363,male,25,188,93,23,98,40.4,111
16666527,female,27,157,57,8,101,39.6,45
18607623,male,55,192,98,28,111,41.1,233
12322121,male,22,182,84,13,92,40.1,47
15568308,male,51,202,105,7,86,39.6,32
10068443,female,43,166,62,8,86,39.4,34
15324192,male,52,191,92,3,90,38.3,15
17080412,female,64,164,68,29,109,40.9,202
16782464,male,46,186,93,21,96,41.1,116
14074779,male,42,194,91,3,79,38.6,8
16437198,female,23,140,50,21,93,41,100
14510596,male,25,188,95,29,112,41.1,202
10654497,female,79,189,84,18,105,40.4,119
14839424,female,21,169,61,22,103,40.6,125
19873304,female,39,167,71,27,118,41.1,201
16648756,male,31,191,90,25,106,40.9,156
10953410,female,54,167,65,1,80,37.6,4
17494080,female,33,167,64,3,78,39,9
15283313,female,70,154,59,10,88,40,50
11582831,female,76,154,59,12,94,40,68
11160152,female,24,166,64,25,106,40.8,150
13371749,female,24,180,77,28,113,40.5,184
18462871,female,75,154,58,29,99,41.2,181
12663144,male,78,201,112,17,104,40.3,148
12355976,male,48,182,84,17,96,40.3,92
17584463,male,68,175,81,6,79,39.3,23
12076838,female,65,156,63,21,102,40.4,133
11730117,female,56,155,55,21,109,40.4,147
13811073,female,29,176,67,13,88,40.1,54
19385382,female,20,176,69,10,84,40.2,35
13790614,female,21,159,56,2,89,38,8
17497515,male,65,204,103,14,93,40.1,87
10613944,female,43,160,64,19,103,40.6,114
16325622,male,42,178,81,27,106,40.8,178
19445781,female,22,160,61,29,98,41,149
11880917,female,42,180,76,29,119,40.9,219
11209964,male,35,201,108,10,95,39.5,52
15936301,male,23,195,91,5,94,39.3,20
